name,url,remote_testing,adaptive,duration,test_types,description,downloads
Following Instructions v1 - US (R2),https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-us-r2/,Yes,No,8 minutes,Knowledge & Skills,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,Product Fact Sheet: https://service.shl.com/docs/Fact Sheet_Following_Instructions.pdf
Food and Beverage Services (New),https://www.shl.com/solutions/products/product-catalog/view/food-and-beverage-services-new/,Yes,No,7 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of meal planning, service preparation, types of service equipment, and types of beverages.",Product Fact Sheet: https://service.shl.com/docs/Food and Beverage Services (New).pdf
Food Science (New),https://www.shl.com/solutions/products/product-catalog/view/food-science-new/,Yes,No,6 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology.",Product Fact Sheet: https://service.shl.com/docs/Food Science (New).pdf
Front Office Management (New),https://www.shl.com/solutions/products/product-catalog/view/front-office-management-new/,Yes,No,7 minutes,Knowledge & Skills,Multi-choice test that measures the knowledge of front office operations.,Product Fact Sheet: https://service.shl.com/docs/Front Office Management (New).pdf
Fundamentals of Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-chemistry-new/,Yes,No,8 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry.",Product Fact Sheet: https://service.shl.com/docs/Fundamentals of Chemistry (New).pdf
Fundamentals of Physics (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-physics-new/,Yes,No,8 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics.",Product Fact Sheet: https://service.shl.com/docs/Fundamentals of Physics (New).pdf
General Diseases (New),https://www.shl.com/solutions/products/product-catalog/view/general-diseases-new/,Yes,No,5 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain.",Product Fact Sheet: https://service.shl.com/docs/General Diseases (New).pdf
Geoinformatics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoinformatics-engineering-new/,Yes,No,10 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and drilling Engineering.",Product Fact Sheet: https://service.shl.com/docs/Geoinformatics Engineering (New).pdf | Sample Report: https://service.shl.com/docs/SHL Geoinformatics Engineering (New) Sample Report.pdf
Geoscience Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoscience-engineering-new/,Yes,No,8 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.",Product Fact Sheet: https://service.shl.com/docs/Geoscience Engineering (New).pdf | Sample Report: https://service.shl.com/docs/SHL Geoscience Engineering (New) Sample Report.pdf
GIT (New),https://www.shl.com/solutions/products/product-catalog/view/git-new/,Yes,No,13 minutes,Knowledge & Skills,Multi-choice test that measures the knowledge of how to use GIT for version control.,Product Fact Sheet: https://service.shl.com/docs/GIT (New).pdf
Global Skills Assessment,https://www.shl.com/solutions/products/product-catalog/view/global-skills-assessment/,Yes,No,16 minutes,"Competencies, Knowledge & Skills",The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today.,Fact Sheet: https://service.shl.com/docs/GSA Product Fact Sheet USE.pdf
Graduate Scenarios,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios/,Yes,No,,Biodata & Situational Judgement,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Graduate Scenarios Narrative Report:  A participant focused report that contains;  
 - Graduate Scenarios profile
 - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management.

Graduate Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",Product Fact Sheet: https://service.shl.com/docs/Graduate Scenarios Fact Sheet.pdf
Graduate Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-narrative-report/,Yes,No,,Biodata & Situational Judgement,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",Sample Report: https://service.shl.com/docs/Graduate Scenarios Narrative Report Std v2.0 English International.pdf
Graduate Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-profile-report/,Yes,No,,Biodata & Situational Judgement,"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",Sample Report: https://service.shl.com/docs/Graduate Scenarios Profile Std v2.0 English International.pdf
Hibernate (New),https://www.shl.com/solutions/products/product-catalog/view/hibernate-new/,Yes,No,5 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL).",Product Fact Sheet: https://service.shl.com/docs/Hibernate (New).pdf
HIPAA (Security),https://www.shl.com/solutions/products/product-catalog/view/hipaa-security/,Yes,Yes,15 minutes,Knowledge & Skills,"The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to HIPAA. Designed for healthcare professionals and concentrating on nontechnical as well as technical aspects of the HIPAA Standards for Security and Electronic Signatures, this test covers the following topics: Computer Mechanisms, Computer Models, General Knowledge, Implementation, Medical Records, Organization, Security Basics, and Setup.",Product Fact Sheet: https://service.shl.com/docs/BB_Fact_Sheet_HIPAA_Security.pdf
HiPo Assessment Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-assessment-report-1-0/,Yes,No,,"Competencies, Personality & Behavior","Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 1.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This version is used in regions where normed data for Verify Gen 1 and UCF 1 continue to provide the most relevant benchmarks, offering organizations proven insights for high-potential identification and talent development.",Sample Report: https://service.shl.com/docs/High-Potential Assessment Report Std v2.0 English International.pdf | Sample Report: https://service.shl.com/docs/High-Potential Assessment Report Std v2.0 NA Spanish.pdf | Sample Report: https://service.shl.com/docs/High-Potential Assessment Report Std v2.0 English (US).pdf | Sample Report: https://service.shl.com/docs/High-Potential Assessment Report Std v2.0 Chinese Simplified.pdf | Sample Report: https://service.shl.com/docs/High-Potential Assessment Report Std v2.0 Dutch.pdf | Sample Report: https://service.shl.com/docs/High-Potential Assessment Report Std v2.0 French.pdf | Sample Report: https://service.shl.com/docs/High-Potential Assessment Report Std v2.0 German.pdf | Sample Report: https://service.shl.com/docs/High-Potential Assessment Report Std v2.0 Italian.pdf | Sample Report: https://service.shl.com/docs/HiPo Assessment Report - Sample Brazilian Portuguese.pdf
HiPo Assessment Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-assessment-report-2-0/,Yes,No,,"Competencies, Personality & Behavior","Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 2.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This report equips organizations with data-driven insights for identifying and developing future leaders, helping to ensure long-term organizational success.",Sample Report: https://service.shl.com/docs/High-Potential Assessment Report 2.0 International English (2).pdf | Sample Report: https://service.shl.com/docs/High-Potential Assessment Report 2.0 Latin American Spanish.pdf | Sample Report: https://service.shl.com/docs/HiPo Assessment Report 2.0 Sample English US.pdf | Sample Report: https://service.shl.com/docs/HiPo Assessment Report 2.0 Sample Chinese Simplified.pdf | Sample Report: https://service.shl.com/docs/High-Potential Assessment Report 2.0 French.pdf | Sample Report: https://service.shl.com/docs/High-Potential Assessment Report 2.0 German.pdf | Sample Report: https://service.shl.com/docs/High-Potential Assessment Report 2.0 Italian.pdf | Sample Report: https://service.shl.com/docs/HiPo Assessment Report 2.0 Sample Thai.pdf
HiPo Unlocking Potential Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,Yes,No,,Competencies,"This report draws insights from the Occupational Personality QuestionnaireTM (OPQ32). Used for individuals who are selected into a client’s HiPo program, it provides a detailed analysis of managerial and leadership potential.",Sample Report: https://service.shl.com/docs/Unlocking Potential Report 2.0 International English.pdf | Sample Report: https://service.shl.com/docs/Unlocking Potential Report 2.0 LA Spanish.pdf | Sample Report: https://service.shl.com/docs/Unlocking Potential Report 2.0 US English (1).pdf | Sample Report: https://service.shl.com/docs/Unlocking Potential Report 2.0 French.pdf | Sample Report: https://service.shl.com/docs/Unlocking Potential Report 2.0 German.pdf | Sample Report: https://service.shl.com/docs/Unlocking Potential Report 2.0 Italian (1).pdf | Sample Report: https://service.shl.com/docs/Unlocking Potential Report 2.0 Thai.pdf
Housekeeping (New),https://www.shl.com/solutions/products/product-catalog/view/housekeeping-new/,Yes,No,7 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of housekeeping activities such as cleaning, laundry, room maintenance and routine checks.",Product Fact Sheet: https://service.shl.com/docs/Housekeeping (New).pdf
HTML/CSS (New),https://www.shl.com/solutions/products/product-catalog/view/htmlcss-new/,Yes,No,12 minutes,Knowledge & Skills,Multi-choice test that measures the knowledge of HTML to create a user interface and CSS to stylize it.,Product Fact Sheet: https://service.shl.com/docs/HTML_CSS (New).pdf
HTML5 (New),https://www.shl.com/solutions/products/product-catalog/view/html5-new/,Yes,No,11 minutes,Knowledge & Skills,Multi-choice test that measures the knowledge of HTML5 and its application in creating a user interface.,Product Fact Sheet: https://service.shl.com/docs/HTML5 (New).pdf
Human Resources (New),https://www.shl.com/solutions/products/product-catalog/view/human-resources-new/,Yes,No,8 minutes,Knowledge & Skills,"Multi-choice test that measures the candidate on his/her knowledge and understanding of the basic concepts of Human Resources Management like planning, training and development, performance appraisal, compensation management, etc. It also evaluates the candidate’s understanding of organizational behavior in different organizational structures.",Product Fact Sheet: https://service.shl.com/docs/Human Resources (New).pdf
IBM DataStage (New),https://www.shl.com/solutions/products/product-catalog/view/ibm-datastage-new/,Yes,No,15 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge on the concepts of Data Warehouse fundamentals, DataStage fundamentals, DataStage stages and, DataStage Designer & Director.",Product Fact Sheet: https://service.shl.com/docs/IBM DataStage (New).pdf
IBM Sterling Order Management System (New),https://www.shl.com/solutions/products/product-catalog/view/ibm-sterling-order-management-system-new/,Yes,No,13 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of the basic concepts of Sterling Order Management System installation, modeling, extensibility, inventory reservations, etc.",Product Fact Sheet: https://service.shl.com/docs/IBM Sterling Order Management System (New).pdf
Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/industrial-engineering-new/,Yes,No,9 minutes,Knowledge & Skills,"Multi-choice test that measures the conceptual knowledge of design, quality control, reliability, management and costing of manufacturing systems.",Product Fact Sheet: https://service.shl.com/docs/Industrial Engineering (New).pdf | Sample Report: https://service.shl.com/docs/SHL Industrial Engineering (New) Sample Report.pdf
Informatica (Architecture) (New),https://www.shl.com/solutions/products/product-catalog/view/informatica-architecture-new/,Yes,No,10 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",Product Fact Sheet: https://service.shl.com/docs/Informatica (Architecture) (New).pdf | Sample Report: https://service.shl.com/docs/SHL Informatica (Architecture) (New) Sample Report.pdf
Informatica (Developer) (New),https://www.shl.com/solutions/products/product-catalog/view/informatica-developer-new/,Yes,No,11 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",Product Fact Sheet: https://service.shl.com/docs/Informatica (Developer) (New).pdf
Instrumentation Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/instrumentation-engineering-new/,Yes,No,12 minutes,Knowledge & Skills,"Multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems.",Product Fact Sheet: https://service.shl.com/docs/Instrumentation Engineering (New).pdf | Sample Report: https://service.shl.com/docs/SHL Instrumentation Engineering (New) Sample Report.pdf
Interpersonal Communications,https://www.shl.com/solutions/products/product-catalog/view/interpersonal-communications/,Yes,Yes,15 minutes,Knowledge & Skills,"This adaptive test measures the candidate's knowledge of how to employ effective verbal and non-verbal communication to send his or her message and manage conflicts. It is designed for all professionals and covers the following topics: Communication and Perception, Group Communication and Teamwork, Intercultural Communication, Interpersonal Communication, Interviewing and Communication, Intrapersonal Communication, Listening, Nonverbal Communication, Technology in Communication, Verbal Communication, and Language.",Product Fact Sheet: https://service.shl.com/docs/BB_Fact_Sheet_InterpersonalCommunications.pdf
Interviewing and Hiring Concepts (U.S.),https://www.shl.com/solutions/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,Yes,Yes,15 minutes,Knowledge & Skills,"The Interviewing and Hiring Concepts (U.S.) test measures knowledge of the interviewing  and hiring process. Designed for all employees and hiring managers, this test covers the following topics: Behavior Traits, Behavioral Interviewing, Candidate Fit, Interview Quality Control, Job Analysis, Legal Compliance, Probing Skills, Screening, Situational Interviews, and Types of Interviews.",Product Fact Sheet: https://service.shl.com/docs/BB_Fact_Sheet_InterviewingandHiringConceptsUS.pdf
iOS Development (New),https://www.shl.com/solutions/products/product-catalog/view/ios-development-new/,Yes,No,7 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of Objective C, NSObject, iOS fundamentals and UI design on iOS phones.",Product Fact Sheet: https://service.shl.com/docs/iOS Development (New).pdf
ITIL (IT Infrastructure Library) (New),https://www.shl.com/solutions/products/product-catalog/view/itil-it-infrastructure-library-new/,Yes,No,8 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of capacity management, change management and problem management.",Product Fact Sheet: https://service.shl.com/docs/ITIL (Information Technology Infrastructure Library) (New).pdf
Java 2 Platform Enterprise Edition 1.4 Fundamental,https://www.shl.com/solutions/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,Yes,Yes,30 minutes,Knowledge & Skills,"The Java 2 Platform Enterprise Edition (J2EE) 1.4 Fundamentals test measures knowledge of basic J2EE 1.4 Fundamentals. Designed for entry-level users, this test covers the following topics: Business Component Development, J2EE 1.4 Architecture, JAX 1.2, JDBC 3.0, Supporting API, Web Component Development, and Web Service Development.",Product Fact Sheet: https://service.shl.com/docs/BB_Fact_Sheet_J2EE1.4 Fundamentals.pdf
Java 8 (New),https://www.shl.com/solutions/products/product-catalog/view/java-8-new/,Yes,No,18 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals.",Product Fact Sheet: https://service.shl.com/docs/Java 8 (New).pdf
Java Design Patterns (New),https://www.shl.com/solutions/products/product-catalog/view/java-design-patterns-new/,Yes,No,5 minutes,Knowledge & Skills,Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns.,Product Fact Sheet: https://service.shl.com/docs/Java Design Patterns (New).pdf
Java Frameworks (New),https://www.shl.com/solutions/products/product-catalog/view/java-frameworks-new/,Yes,No,17 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring.",Product Fact Sheet: https://service.shl.com/docs/Java Frameworks (New).pdf
Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/solutions/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,Yes,Yes,30 minutes,Knowledge & Skills,"The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this test includes the following topics: Commonly-Used APIs, Component Technology, Database Access, JEE Application Architecture, JSP Extensions, Resource Management, Web Services, Webapp Control and View Technologies, and Webapp Technology.",
Java Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/java-web-services-new/,Yes,No,8 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class.",Product Fact Sheet: https://service.shl.com/docs/Java Web Services (New).pdf
JavaScript (New),https://www.shl.com/solutions/products/product-catalog/view/javascript-new/,Yes,No,9 minutes,Knowledge & Skills,Multi-choice test that measures knowledge of programming in the JavaScript language and its application in front-end development.,Product Fact Sheet: https://service.shl.com/docs/JavaScript (New).pdf
Jenkins (New),https://www.shl.com/solutions/products/product-catalog/view/jenkins-new/,Yes,No,6 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing.",Product Fact Sheet: https://service.shl.com/docs/Jenkins (New).pdf
Job Control Language (New),https://www.shl.com/solutions/products/product-catalog/view/job-control-language-new/,Yes,No,10 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing.",Product Fact Sheet: https://service.shl.com/docs/Job Control Language (New).pdf
jQuery (New),https://www.shl.com/solutions/products/product-catalog/view/jquery-new/,Yes,No,10 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX.",Product Fact Sheet: https://service.shl.com/docs/jQuery (New).pdf
Kubernetes (New),https://www.shl.com/solutions/products/product-catalog/view/kubernetes-new/,Yes,No,6 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of the architecture, cluster and services of Kubernetes.",Product Fact Sheet: https://service.shl.com/docs/Kubernetes (New).pdf
Linux Administration (New),https://www.shl.com/solutions/products/product-catalog/view/linux-administration-new/,Yes,No,10 minutes,Knowledge & Skills,Multi-choice test that measures knowledge of the Linux operating system and its application in system administration and network administration.,Product Fact Sheet: https://service.shl.com/docs/Linux Administration (New).pdf
Linux Operating System,https://www.shl.com/solutions/products/product-catalog/view/linux-operating-system/,Yes,No,15 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of Linux system, command line, filesystem, memory management, and process management.",Sample Report: https://service.shl.com/docs/Linux Operating System US English.pdf | Fact Sheet: https://service.shl.com/docs/Linux Operating System - Technical Manual Supplement.pdf
Linux Programming (General),https://www.shl.com/solutions/products/product-catalog/view/linux-programming-general/,Yes,Yes,25 minutes,Knowledge & Skills,"The Linux Programming (General) test measures knowledge of programming in a Linux environment. Designed for experienced programmers, this test covers the following topics: AutoConf/AutoMake, Makefiles, C Programming, C++, Debugging Programs, Linux Programming Concepts, Platform Independence, Revision Control, RPC/CORBA, and X Programming.",Product Fact Sheet: https://service.shl.com/docs/BB_Fact_Sheet_LinuxProgrammingGeneral.pdf
Load Runner (New),https://www.shl.com/solutions/products/product-catalog/view/load-runner-new/,Yes,No,6 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge on the concepts of Load Runner architecture & installation, virtual user generator (VUGEN), controller, monitoring scenario and result analysis.",Product Fact Sheet: https://service.shl.com/docs/LoadRunner (New).pdf
Management Scenarios,https://www.shl.com/solutions/products/product-catalog/view/management-scenarios/,Yes,No,,Biodata & Situational Judgement,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",Product Fact Sheet: https://service.shl.com/docs/Management Scenarios Fact Sheet.pdf
Managerial Scenarios Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-candidate-report/,Yes,No,,Biodata & Situational Judgement,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",Sample Report: https://service.shl.com/docs/Management Scenarios (2012) Candidate  Report English International.pdf | Sample Report: https://service.shl.com/docs/Management Scenarios (2012) Candidate  Report German.pdf | Sample Report: https://service.shl.com/docs/Management Scenarios (2012) Candidate  Report Romanian.pdf | Sample Report: https://service.shl.com/docs/Management Scenarios (2012) Candidate  Report Russian.pdf | Sample Report: https://service.shl.com/docs/Management Scenarios (2012) Candidate  Report Turkish.pdf
Managerial Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-narrative-report/,Yes,No,,Biodata & Situational Judgement,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",Sample Report: https://service.shl.com/docs/Management Scenario - Report English International.pdf | Sample Report: https://service.shl.com/docs/Management Scenario - Report German.pdf | Sample Report: https://service.shl.com/docs/Management Scenario - Report Italian.pdf | Sample Report: https://service.shl.com/docs/Management Scenario - Report Romanian.pdf | Sample Report: https://service.shl.com/docs/Management Scenario - Report Russian.pdf | Sample Report: https://service.shl.com/docs/Management Scenario - Report Turkish.pdf
Managerial Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-profile-report/,Yes,No,,Biodata & Situational Judgement,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",Sample Report: https://service.shl.com/docs/Management Scenarios (2012) Profile English International.pdf | Sample Report: https://service.shl.com/docs/Management Scenarios (2012) Profile German.pdf | Sample Report: https://service.shl.com/docs/Management Scenarios (2012) Profile Italian.pdf | Sample Report: https://service.shl.com/docs/Management Scenarios (2012) Profile Romanian.pdf | Sample Report: https://service.shl.com/docs/Management Scenarios (2012) Profile Russian.pdf | Sample Report: https://service.shl.com/docs/Management Scenarios (2012) Profile Turkish.pdf
Manual Testing (New),https://www.shl.com/solutions/products/product-catalog/view/manual-testing-new/,Yes,No,10 minutes,Knowledge & Skills,"Multi-choice test that measures the knowledge of the software testing life cycle, testing tools and techniques, design of test cases and generation of test reports.",Product Fact Sheet: https://service.shl.com/docs/Manual Testing (New).pdf
